,0,1,2
0,0.0,1.0,1.05
1,0.1,0.99,1.021986
2,0.189,1.007078014,0.9957094135200001
3,0.2708078014,1.048045343068447,0.9710472638137465
4,0.34853155556684473,1.1107614022840737,0.9479779113664345
5,0.4247545402385676,1.193938621659034,0.9265572146851948
6,0.5016729483806143,1.2969949128719591,0.9069079767005523
7,0.5812051448297487,1.4199436773039988,0.8892183445019329
8,0.6650789980771737,1.5633134983162733,0.8737467847767969
9,0.7549024481010838,1.728091376432794,0.860832490310359
10,0.8522213409342548,1.9156847025933672,0.8509108835749936
11,0.9585676771001661,2.1278981868868665,0.8445344550617263
12,1.0755007280788362,2.3669227202978487,0.8423996200217775
13,1.2046429273007375,2.635333682910277,0.8453806692494632
14,1.3477120028616913,2.9360965472844995,0.8545722738158402
15,1.5065504573039723,3.2725777695055838,0.8713424111337945
16,1.6831531885241335,3.6485589067760205,0.8973980309568594
17,1.8796937603493222,4.068251626923215,0.9348662870655122
18,2.0985495470067113,4.536310740286213,0.9863947265131898
19,2.3423256663346614,5.057841523980289,1.055274443700911
20,2.613877252099224,5.6383963311691145,1.1455908417216931
21,2.9163291600062133,6.283953660031311,1.2624072371481851
22,3.253091610008723,7.000870337857756,1.4119869850498423
23,3.6278694827936264,7.795794055136549,1.6020598978771525
24,4.044661940027918,8.67551892763624,1.8421381732695288
25,4.50774763878875,9.646760819990737,2.143885338972719
26,5.021648956908949,10.715821609905799,2.5215381112116573
27,5.591066222208634,11.888102309481525,2.9923744185025885
28,6.220769830935923,13.167414193250217,3.5772095417039655
29,6.9154342671673525,14.555025632020092,4.300884120779388
30,7.679393403652627,16.048372156227213,5.192679762588703
31,8.516291278910085,17.639352280526634,6.286556699281775
32,9.42859737907174,19.31213883589152,7.621049986467654
33,10.416951524753717,21.040466594390857,9.238584188952261
34,11.47930303171743,22.78442951884127,11.18387396851071
35,12.609815680429815,24.486959289003032,13.500981919546712
36,13.797530041287137,26.070389151530353,16.228536154018375
37,15.024815952311458,27.433856520463618,19.392628584492027
38,16.265720009126674,28.45275966877092,22.997119704678635
39,17.484423975091097,28.981986573311953,27.011602773549804
40,18.63418023491318,28.864982269209428,31.358266620433334
41,19.657260438342806,27.950546991696857,35.90038088782039
42,20.486589093678212,26.118043075039974,40.43687054183258
43,21.049734491814387,23.308972080271623,44.70871099986981
44,21.27565825066011,19.558743056991727,48.4223593260616
45,21.103966731293273,15.018164249487128,51.29170211017255
46,20.495386483112657,9.95250954250951,53.09266788473589
47,19.441098789052344,4.7101451851839045,53.715960801077124
48,17.9680034286655,-0.33642161055931386,53.19852294546378
49,16.13756092474302,-4.860728861267716,51.718738106758735
50,14.037731946141946,-8.639747385213468,49.554479092696766
51,11.769984013006404,-11.579109908781314,47.01954101174354
52,9.435074620827631,-13.701915746122912,44.40220027243822
53,7.121375584132577,-15.112456423823822,41.924763594039945
54,4.897992383336938,-15.952966574319726,39.7299961194221
55,2.8128964875712708,-16.367971225071543,37.88862473522945
56,0.894809716306989,-16.4824482906672,36.417342139616814
57,-0.8429160843904298,-16.39294300308062,35.29824090254167
58,-2.3979187762594485,-16.16749552660473,34.49466258853978
59,-3.7748764512939763,-15.850083837673388,33.9620284015609
60,-4.982397189931918,-15.466523793146672,33.65424256610594
61,-6.0308098502533936,-15.030141732489609,33.52695102129213
62,-6.930743038477015,-14.546520408553947,33.538891236154086
63,-7.692320775484708,-14.017168885709845,33.65225556852999
64,-8.324805586507221,-13.442207567471222,33.83265898429185
65,-8.83654578460362,-12.822227970830266,34.04904128911768
66,-9.235114003226284,-12.159479388079502,34.27365491277269
67,-9.527550541711607,-11.458505410835143,34.48217558338786
68,-9.72064602862396,-10.726327801817025,34.65390603316514
69,-9.821214205943267,-9.972261871237617,34.77200817768481
